partition,params_str,mechanism,target_name,genuine_uuid,frames,locks,unlocks,transitions,locked_frames,pp_events,pp_locks,genuine_hours,false_locks_per_hour,frr_time,transitions_per_hour,pingpong_per_hour,pingpong_locks_per_hour,lockout_mean_frames,X_n_sequences,X_ania_median,X_ania_mean,X_first_lock_median,X_miss_rate,X_far_frame,X_fa_frames,X_impostor_frames,X_recovery_median,X_recovery_censored_rate,X_locked_at_switch_rate,X_locked_at_return_rate,M_n_sequences,M_ania_median,M_ania_mean,M_first_lock_median,M_miss_rate,M_far_frame,M_fa_frames,M_impostor_frames,M_recovery_median,M_recovery_censored_rate,M_locked_at_switch_rate,M_locked_at_return_rate
test,"k=3, theta=0.1091",majority_vote,primary,CDA3BBF7-6631-45E8-85BA-EEB416B32A3C,537,1,1,2,5,1,1,8.95,0.111731843575419,0.00931098696461825,0.223463687150838,0.111731843575419,0.111731843575419,5.0,16,1.0,2.25,1.0,0.125,0.3458333333333333,98,412,0.5,0.0,0.0,0.6875,16,1.0,2.0,1.0,0.0,0.30104166666666665,93,412,1.0,0.0,0.0,0.8125
test,"k=3, theta=0.1091",majority_vote,primary,CF722AA9-2533-4E51-9FEB-9EAC84EE9AAC,694,2,2,4,4,2,2,11.566666666666666,0.1729106628242075,0.005763688760806916,0.345821325648415,0.1729106628242075,0.1729106628242075,2.0,16,1.5,5.5625,1.5,0.1875,0.48125,200,412,0.0,0.0,0.0,0.5625,16,3.0,6.6875,2.5,0.375,0.5791666666666667,169,412,0.0,0.0,0.0,0.4375
test,"k=3, theta=0.1091",majority_vote,primary,D7D20E2E-FC78-405D-B346-DBD3FD8FC92B,1212,5,5,10,8,5,5,20.2,0.24752475247524752,0.006600660066006601,0.49504950495049505,0.24752475247524752,0.24752475247524752,1.6,16,1.0,3.625,1.0,0.0625,0.39375,147,412,1.0,0.0,0.0,0.8125,16,3.0,5.625,3.0,0.4375,0.6697916666666667,196,412,0.0,0.0,0.0,0.3125
test,"k=3, theta=0.1091",majority_vote,primary,E65577C1-8D5D-4F70-AF23-B3ADB9D3DBA3,657,15,15,30,95,19,12,10.95,1.3698630136986303,0.1445966514459665,2.7397260273972606,1.7351598173515983,1.0958904109589043,6.333333333333333,16,1.0,1.3125,1.0,0.0625,0.25729166666666664,92,412,1.0,0.0,0.1875,0.8125,16,2.0,7.125,1.5,0.25,0.44375,140,412,1.0,0.0,0.125,0.625
test,"k=3, theta=0.1091",majority_vote,primary,ECECC2AB-D32F-4F90-B74C-E12A1C69BBE2,677,1,1,2,2,1,1,11.283333333333333,0.08862629246676514,0.0029542097488921715,0.17725258493353027,0.08862629246676514,0.08862629246676514,2.0,16,1.0,2.1875,1.0,0.1875,0.3229166666666667,87,412,1.0,0.0,0.0,0.8125,16,2.0,2.375,1.5,0.0,0.3104166666666667,103,412,1.0,0.0,0.0,0.875
test,"k=3, theta=0.1091",majority_vote,primary,FDAA70A1-42A3-4E3F-9AE3-3FDA412E03BF,966,3,3,6,7,4,3,16.1,0.18633540372670807,0.007246376811594203,0.37267080745341613,0.24844720496894407,0.18633540372670807,2.3333333333333335,16,1.0,1.6875,1.0,0.0,0.22916666666666666,67,412,1.0,0.0,0.0,0.9375,16,1.0,3.8125,1.0,0.0625,0.353125,151,412,1.0,0.0,0.1875,0.6875
test,"T=2, theta=0.1545",debounce,primary,00EABED2-271D-49D8-B599-1D4A09240601,408,6,5,11,71,5,4,6.8,0.8823529411764706,0.17401960784313725,1.6176470588235294,0.7352941176470589,0.5882352941176471,11.833333333333334,16,1.0,2.875,1.0,0.0625,0.3354166666666667,147,412,1.0,0.0625,0.125,0.75,16,1.0,1.0625,1.0,0.0,0.14479166666666665,30,412,1.0,0.125,0.3125,1.0
test,"T=2, theta=0.1545",debounce,primary,098A72A5-E3E5-4F54-A152-BBDA0DF7B694,1334,0,0,0,0,0,0,22.233333333333334,0.0,0.0,0.0,0.0,0.0,,16,1.0,3.0625,1.0,0.125,0.39166666666666666,163,412,1.0,0.0,0.0,0.6875,16,1.0,2.6875,1.0,0.0625,0.315625,80,412,1.0,0.0,0.0,0.8125
test,"T=2, theta=0.1545",debounce,primary,0A986513-7828-4D53-AA1F-E02D6DF9561B,763,1,1,2,8,0,0,12.716666666666667,0.07863695937090433,0.010484927916120577,0.15727391874180865,0.0,0.0,8.0,16,1.5,3.5625,1.5,0.1875,0.45208333333333334,122,412,1.0,0.0,0.0,0.625,16,1.0,1.75,1.0,0.0,0.23958333333333331,48,412,1.0,0.0,0.0,0.8125
test,"T=2, theta=0.1545",debounce,primary,11B5EC4D-4133-4289-B475-4E737182A406,1740,1,1,2,2,1,1,29.0,0.034482758620689655,0.0011494252873563218,0.06896551724137931,0.034482758620689655,0.034482758620689655,2.0,16,1.0,4.25,1.0,0.1875,0.415625,126,412,1.0,0.0,0.0,0.6875,16,1.5,3.3125,1.5,0.0625,0.3208333333333333,128,412,1.0,0.0,0.0,0.8125
test,"T=2, theta=0.1545",debounce,primary,136562B6-95B2-483D-88DC-065F28409FD2,1215,1,1,2,2,1,1,20.25,0.04938271604938271,0.0016460905349794238,0.09876543209876543,0.04938271604938271,0.04938271604938271,2.0,16,1.0,2.9375,1.0,0.1875,0.46770833333333334,161,412,0.5,0.0,0.0,0.5,16,1.0,3.5625,1.0,0.125,0.32708333333333334,94,412,1.0,0.0,0.0,0.625
test,"T=2, theta=0.1545",debounce,primary,1538C99F-BA1E-4EFB-A949-6C7C47701B20,1281,2,2,4,77,1,1,21.35,0.09367681498829039,0.060109289617486336,0.18735362997658078,0.046838407494145196,0.046838407494145196,38.5,16,1.0,4.6875,1.0,0.0625,0.21770833333333334,91,412,1.0,0.0,0.0,0.875,16,1.0,1.25,1.0,0.125,0.228125,37,412,1.0,0.0,0.125,0.875
