enrolled_user,feature_set,model,n_features,n_enrolment_rows,n_fit_impostor_rows,fit_impostor_participants,fit_seconds,split_sizes,normaliser,n_calib_sequences,n_test_sequences,score_models,thetas,total_seconds
78A91A4E-4A51-4065-BDA7-94755F0BB3BB,F7_F3_MISSINGNESS_ONLY,gradient_boosting,119,7197,47667,"[np.str_('1155FF54-63D3-4AB2-9863-8385D0BD0A13'), np.str_('136562B6-95B2-483D-88DC-065F28409FD2'), np.str_('1538C99F-BA1E-4EFB-A949-6C7C47701B20'), np.str_('1DBB0F6F-1F81-4A50-9DF4-CD62ACFA4842'), np.str_('3600D531-0C55-44A7-AE95-A7A38519464E'), np.str_('4FC32141-E888-4BFF-8804-12559A491D8C'), np.str_('59818CD2-24D7-4D32-B133-24C2FE3801E5'), np.str_('59EEFAE0-DEB0-4FFF-9250-54D2A03D0CF2'), np.str_('5EF64122-B513-46AE-BCF1-E62AAC285D2C'), np.str_('74B86067-5D4B-43CF-82CF-341B76BEA0F4'), np.str_('797D145F-3858-4A7F-A7C2-A4EB721E133C'), np.str_('83CF687B-7CEC-434B-9FE8-00C3D5799BE6'), np.str_('86A4F379-B305-473D-9D83-FC7D800180EF'), np.str_('96A358A0-FFF2-4239-B93E-C7425B901B47'), np.str_('9759096F-1119-4E19-A0AD-6F16989C7E1C'), np.str_('99B204C0-DD5C-4BB7-83E8-A37281B8D769'), np.str_('A5A30F76-581E-4757-97A2-957553A2C6AA'), np.str_('B7F9D634-263E-4A97-87F9-6FFB4DDCB36C'), np.str_('BE3CA5A6-A561-4BBD-B7C9-5DF6805400FC'), np.str_('C48CE857-A0DD-4DDB-BEA5-3A25449B2153'), np.str_('CA820D43-E5E2-42EF-9798-BE56F776370B'), np.str_('CDA3BBF7-6631-45E8-85BA-EEB416B32A3C'), np.str_('D7D20E2E-FC78-405D-B346-DBD3FD8FC92B'), np.str_('E65577C1-8D5D-4F70-AF23-B3ADB9D3DBA3')]",4.398770809173584,"{'train': 7197, 'calib': 2399, 'test': 2400}","{'kind': 'ECDF on calibration scores', 'n': 11399, 'min': -17.110380850313394, 'max': 0.7662652233217286}",24,6,"{""mu_gen"": 0.9682033511711552, ""sd_gen"": 0.04603140539063723, ""mu_imp"": 0.6395393479934887, ""sd_imp"": 0.38581142055536877}","[0.1157996315466269, 0.24458285814545136, 0.2630438634967981, 0.394245109220107, 0.9636810246512852, 1.0]",9.522359609603882
7CE37510-56D0-4120-A1CF-0E23351428D2,F7_F3_MISSINGNESS_ONLY,gradient_boosting,119,5856,47667,"[np.str_('1155FF54-63D3-4AB2-9863-8385D0BD0A13'), np.str_('136562B6-95B2-483D-88DC-065F28409FD2'), np.str_('1538C99F-BA1E-4EFB-A949-6C7C47701B20'), np.str_('1DBB0F6F-1F81-4A50-9DF4-CD62ACFA4842'), np.str_('3600D531-0C55-44A7-AE95-A7A38519464E'), np.str_('4FC32141-E888-4BFF-8804-12559A491D8C'), np.str_('59818CD2-24D7-4D32-B133-24C2FE3801E5'), np.str_('59EEFAE0-DEB0-4FFF-9250-54D2A03D0CF2'), np.str_('5EF64122-B513-46AE-BCF1-E62AAC285D2C'), np.str_('74B86067-5D4B-43CF-82CF-341B76BEA0F4'), np.str_('797D145F-3858-4A7F-A7C2-A4EB721E133C'), np.str_('83CF687B-7CEC-434B-9FE8-00C3D5799BE6'), np.str_('86A4F379-B305-473D-9D83-FC7D800180EF'), np.str_('96A358A0-FFF2-4239-B93E-C7425B901B47'), np.str_('9759096F-1119-4E19-A0AD-6F16989C7E1C'), np.str_('99B204C0-DD5C-4BB7-83E8-A37281B8D769'), np.str_('A5A30F76-581E-4757-97A2-957553A2C6AA'), np.str_('B7F9D634-263E-4A97-87F9-6FFB4DDCB36C'), np.str_('BE3CA5A6-A561-4BBD-B7C9-5DF6805400FC'), np.str_('C48CE857-A0DD-4DDB-BEA5-3A25449B2153'), np.str_('CA820D43-E5E2-42EF-9798-BE56F776370B'), np.str_('CDA3BBF7-6631-45E8-85BA-EEB416B32A3C'), np.str_('D7D20E2E-FC78-405D-B346-DBD3FD8FC92B'), np.str_('E65577C1-8D5D-4F70-AF23-B3ADB9D3DBA3')]",5.966086149215698,"{'train': 5856, 'calib': 1952, 'test': 1953}","{'kind': 'ECDF on calibration scores', 'n': 10952, 'min': -16.127116630717772, 'max': 0.7032288280964409}",24,5,"{""mu_gen"": 0.9889666905080756, ""sd_gen"": 0.021322393948050272, ""mu_imp"": 0.6699019965911858, ""sd_imp"": 0.3780753745140057}","[0.12052593133674215, 0.2545653761869978, 0.28442293644996347, 0.40924032140248356, 0.989682249817385, 0.992729954486711, 1.0]",10.487197875976562
7D9BB102-A612-4E2A-8E22-3159752F55D8,F7_F3_MISSINGNESS_ONLY,gradient_boosting,119,960,47667,"[np.str_('1155FF54-63D3-4AB2-9863-8385D0BD0A13'), np.str_('136562B6-95B2-483D-88DC-065F28409FD2'), np.str_('1538C99F-BA1E-4EFB-A949-6C7C47701B20'), np.str_('1DBB0F6F-1F81-4A50-9DF4-CD62ACFA4842'), np.str_('3600D531-0C55-44A7-AE95-A7A38519464E'), np.str_('4FC32141-E888-4BFF-8804-12559A491D8C'), np.str_('59818CD2-24D7-4D32-B133-24C2FE3801E5'), np.str_('59EEFAE0-DEB0-4FFF-9250-54D2A03D0CF2'), np.str_('5EF64122-B513-46AE-BCF1-E62AAC285D2C'), np.str_('74B86067-5D4B-43CF-82CF-341B76BEA0F4'), np.str_('797D145F-3858-4A7F-A7C2-A4EB721E133C'), np.str_('83CF687B-7CEC-434B-9FE8-00C3D5799BE6'), np.str_('86A4F379-B305-473D-9D83-FC7D800180EF'), np.str_('96A358A0-FFF2-4239-B93E-C7425B901B47'), np.str_('9759096F-1119-4E19-A0AD-6F16989C7E1C'), np.str_('99B204C0-DD5C-4BB7-83E8-A37281B8D769'), np.str_('A5A30F76-581E-4757-97A2-957553A2C6AA'), np.str_('B7F9D634-263E-4A97-87F9-6FFB4DDCB36C'), np.str_('BE3CA5A6-A561-4BBD-B7C9-5DF6805400FC'), np.str_('C48CE857-A0DD-4DDB-BEA5-3A25449B2153'), np.str_('CA820D43-E5E2-42EF-9798-BE56F776370B'), np.str_('CDA3BBF7-6631-45E8-85BA-EEB416B32A3C'), np.str_('D7D20E2E-FC78-405D-B346-DBD3FD8FC92B'), np.str_('E65577C1-8D5D-4F70-AF23-B3ADB9D3DBA3')]",5.49809455871582,"{'train': 960, 'calib': 320, 'test': 320}","{'kind': 'ECDF on calibration scores', 'n': 9320, 'min': -20.73181949990719, 'max': 0.6599546833953831}",24,6,"{""mu_gen"": 1.0, ""sd_gen"": 0.001, ""mu_imp"": 0.6957181390081068, ""sd_imp"": 0.3473417441660845}","[0.14699570815450644, 0.1555793991416309, 0.3321888412017167, 0.4896995708154506, 1.0]",10.34219765663147
8023FE1A-D3B0-4E2C-A57A-9321B7FC755F,F7_F3_MISSINGNESS_ONLY,gradient_boosting,119,5513,47667,"[np.str_('1155FF54-63D3-4AB2-9863-8385D0BD0A13'), np.str_('136562B6-95B2-483D-88DC-065F28409FD2'), np.str_('1538C99F-BA1E-4EFB-A949-6C7C47701B20'), np.str_('1DBB0F6F-1F81-4A50-9DF4-CD62ACFA4842'), np.str_('3600D531-0C55-44A7-AE95-A7A38519464E'), np.str_('4FC32141-E888-4BFF-8804-12559A491D8C'), np.str_('59818CD2-24D7-4D32-B133-24C2FE3801E5'), np.str_('59EEFAE0-DEB0-4FFF-9250-54D2A03D0CF2'), np.str_('5EF64122-B513-46AE-BCF1-E62AAC285D2C'), np.str_('74B86067-5D4B-43CF-82CF-341B76BEA0F4'), np.str_('797D145F-3858-4A7F-A7C2-A4EB721E133C'), np.str_('83CF687B-7CEC-434B-9FE8-00C3D5799BE6'), np.str_('86A4F379-B305-473D-9D83-FC7D800180EF'), np.str_('96A358A0-FFF2-4239-B93E-C7425B901B47'), np.str_('9759096F-1119-4E19-A0AD-6F16989C7E1C'), np.str_('99B204C0-DD5C-4BB7-83E8-A37281B8D769'), np.str_('A5A30F76-581E-4757-97A2-957553A2C6AA'), np.str_('B7F9D634-263E-4A97-87F9-6FFB4DDCB36C'), np.str_('BE3CA5A6-A561-4BBD-B7C9-5DF6805400FC'), np.str_('C48CE857-A0DD-4DDB-BEA5-3A25449B2153'), np.str_('CA820D43-E5E2-42EF-9798-BE56F776370B'), np.str_('CDA3BBF7-6631-45E8-85BA-EEB416B32A3C'), np.str_('D7D20E2E-FC78-405D-B346-DBD3FD8FC92B'), np.str_('E65577C1-8D5D-4F70-AF23-B3ADB9D3DBA3')]",4.315177917480469,"{'train': 5513, 'calib': 1838, 'test': 1838}","{'kind': 'ECDF on calibration scores', 'n': 10838, 'min': -20.75314894643324, 'max': 1.30552568798439}",24,6,"{""mu_gen"": 0.9950932354780507, ""sd_gen"": 0.028374808078239146, ""mu_imp"": 0.6502228527198541, ""sd_imp"": 0.3934209084468508}","[0.1227163683336409, 0.25816571323122345, 0.27468167558590145, 0.4149289536814911, 0.9964938180476103]",8.56824016571045
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,F7_F3_MISSINGNESS_ONLY,gradient_boosting,119,5723,47581,"[np.str_('1155FF54-63D3-4AB2-9863-8385D0BD0A13'), np.str_('136562B6-95B2-483D-88DC-065F28409FD2'), np.str_('1538C99F-BA1E-4EFB-A949-6C7C47701B20'), np.str_('1DBB0F6F-1F81-4A50-9DF4-CD62ACFA4842'), np.str_('3600D531-0C55-44A7-AE95-A7A38519464E'), np.str_('4FC32141-E888-4BFF-8804-12559A491D8C'), np.str_('59818CD2-24D7-4D32-B133-24C2FE3801E5'), np.str_('59EEFAE0-DEB0-4FFF-9250-54D2A03D0CF2'), np.str_('5EF64122-B513-46AE-BCF1-E62AAC285D2C'), np.str_('74B86067-5D4B-43CF-82CF-341B76BEA0F4'), np.str_('797D145F-3858-4A7F-A7C2-A4EB721E133C'), np.str_('86A4F379-B305-473D-9D83-FC7D800180EF'), np.str_('96A358A0-FFF2-4239-B93E-C7425B901B47'), np.str_('9759096F-1119-4E19-A0AD-6F16989C7E1C'), np.str_('99B204C0-DD5C-4BB7-83E8-A37281B8D769'), np.str_('A5A30F76-581E-4757-97A2-957553A2C6AA'), np.str_('B7F9D634-263E-4A97-87F9-6FFB4DDCB36C'), np.str_('BE3CA5A6-A561-4BBD-B7C9-5DF6805400FC'), np.str_('C48CE857-A0DD-4DDB-BEA5-3A25449B2153'), np.str_('CA820D43-E5E2-42EF-9798-BE56F776370B'), np.str_('CDA3BBF7-6631-45E8-85BA-EEB416B32A3C'), np.str_('D7D20E2E-FC78-405D-B346-DBD3FD8FC92B'), np.str_('E65577C1-8D5D-4F70-AF23-B3ADB9D3DBA3')]",6.317097902297974,"{'train': 5723, 'calib': 1908, 'test': 1908}","{'kind': 'ECDF on calibration scores', 'n': 10908, 'min': -20.739715213583466, 'max': 0.6866466021339109}",24,6,"{""mu_gen"": 0.9962103820335737, ""sd_gen"": 0.04650274318679286, ""mu_imp"": 0.6358265977060669, ""sd_imp"": 0.39213750913361284}","[0.007059039237257059, 0.1607077374404107, 0.1629079574624129, 0.2839200586725339, 0.4185001833516685, 0.42610927759442613, 1.0]",10.911271095275879
9759096F-1119-4E19-A0AD-6F16989C7E1C,F7_F3_MISSINGNESS_ONLY,gradient_boosting,119,5975,47581,"[np.str_('1155FF54-63D3-4AB2-9863-8385D0BD0A13'), np.str_('136562B6-95B2-483D-88DC-065F28409FD2'), np.str_('1538C99F-BA1E-4EFB-A949-6C7C47701B20'), np.str_('1DBB0F6F-1F81-4A50-9DF4-CD62ACFA4842'), np.str_('3600D531-0C55-44A7-AE95-A7A38519464E'), np.str_('4FC32141-E888-4BFF-8804-12559A491D8C'), np.str_('59818CD2-24D7-4D32-B133-24C2FE3801E5'), np.str_('59EEFAE0-DEB0-4FFF-9250-54D2A03D0CF2'), np.str_('5EF64122-B513-46AE-BCF1-E62AAC285D2C'), np.str_('74B86067-5D4B-43CF-82CF-341B76BEA0F4'), np.str_('797D145F-3858-4A7F-A7C2-A4EB721E133C'), np.str_('83CF687B-7CEC-434B-9FE8-00C3D5799BE6'), np.str_('86A4F379-B305-473D-9D83-FC7D800180EF'), np.str_('96A358A0-FFF2-4239-B93E-C7425B901B47'), np.str_('99B204C0-DD5C-4BB7-83E8-A37281B8D769'), np.str_('A5A30F76-581E-4757-97A2-957553A2C6AA'), np.str_('B7F9D634-263E-4A97-87F9-6FFB4DDCB36C'), np.str_('BE3CA5A6-A561-4BBD-B7C9-5DF6805400FC'), np.str_('C48CE857-A0DD-4DDB-BEA5-3A25449B2153'), np.str_('CA820D43-E5E2-42EF-9798-BE56F776370B'), np.str_('CDA3BBF7-6631-45E8-85BA-EEB416B32A3C'), np.str_('D7D20E2E-FC78-405D-B346-DBD3FD8FC92B'), np.str_('E65577C1-8D5D-4F70-AF23-B3ADB9D3DBA3')]",5.789339542388916,"{'train': 5975, 'calib': 1992, 'test': 1992}","{'kind': 'ECDF on calibration scores', 'n': 10992, 'min': -16.53556017645282, 'max': 1.0853885100843286}",24,6,"{""mu_gen"": 0.9837585478833091, ""sd_gen"": 0.021463839857100573, ""mu_imp"": 0.6471446405466602, ""sd_imp"": 0.4056132764410349}","[0.0, 0.12008733624454149, 0.2536390101892285, 0.2699235807860262, 0.4087518195050946, 0.9837154294032023, 1.0]",11.564897060394287
9DC38D04-E82E-4F29-AB52-B476535226F2,F7_F3_MISSINGNESS_ONLY,gradient_boosting,119,5811,47667,"[np.str_('1155FF54-63D3-4AB2-9863-8385D0BD0A13'), np.str_('136562B6-95B2-483D-88DC-065F28409FD2'), np.str_('1538C99F-BA1E-4EFB-A949-6C7C47701B20'), np.str_('1DBB0F6F-1F81-4A50-9DF4-CD62ACFA4842'), np.str_('3600D531-0C55-44A7-AE95-A7A38519464E'), np.str_('4FC32141-E888-4BFF-8804-12559A491D8C'), np.str_('59818CD2-24D7-4D32-B133-24C2FE3801E5'), np.str_('59EEFAE0-DEB0-4FFF-9250-54D2A03D0CF2'), np.str_('5EF64122-B513-46AE-BCF1-E62AAC285D2C'), np.str_('74B86067-5D4B-43CF-82CF-341B76BEA0F4'), np.str_('797D145F-3858-4A7F-A7C2-A4EB721E133C'), np.str_('83CF687B-7CEC-434B-9FE8-00C3D5799BE6'), np.str_('86A4F379-B305-473D-9D83-FC7D800180EF'), np.str_('96A358A0-FFF2-4239-B93E-C7425B901B47'), np.str_('9759096F-1119-4E19-A0AD-6F16989C7E1C'), np.str_('99B204C0-DD5C-4BB7-83E8-A37281B8D769'), np.str_('A5A30F76-581E-4757-97A2-957553A2C6AA'), np.str_('B7F9D634-263E-4A97-87F9-6FFB4DDCB36C'), np.str_('BE3CA5A6-A561-4BBD-B7C9-5DF6805400FC'), np.str_('C48CE857-A0DD-4DDB-BEA5-3A25449B2153'), np.str_('CA820D43-E5E2-42EF-9798-BE56F776370B'), np.str_('CDA3BBF7-6631-45E8-85BA-EEB416B32A3C'), np.str_('D7D20E2E-FC78-405D-B346-DBD3FD8FC92B'), np.str_('E65577C1-8D5D-4F70-AF23-B3ADB9D3DBA3')]",4.367109537124634,"{'train': 5811, 'calib': 1937, 'test': 1938}","{'kind': 'ECDF on calibration scores', 'n': 10937, 'min': -20.73518489094598, 'max': 2.03946673380891}",24,5,"{""mu_gen"": 0.9955306845773266, ""sd_gen"": 0.001, ""mu_imp"": 0.651033825038351, ""sd_imp"": 0.3701260498063875}","[0.054402486970832956, 0.2830757977507543, 0.41739050928042426, 0.9955197951906373]",9.104729175567627
A5CDF89D-02A2-4EC1-89F8-F534FDABDD96,F7_F3_MISSINGNESS_ONLY,gradient_boosting,119,3624,47667,"[np.str_('1155FF54-63D3-4AB2-9863-8385D0BD0A13'), np.str_('136562B6-95B2-483D-88DC-065F28409FD2'), np.str_('1538C99F-BA1E-4EFB-A949-6C7C47701B20'), np.str_('1DBB0F6F-1F81-4A50-9DF4-CD62ACFA4842'), np.str_('3600D531-0C55-44A7-AE95-A7A38519464E'), np.str_('4FC32141-E888-4BFF-8804-12559A491D8C'), np.str_('59818CD2-24D7-4D32-B133-24C2FE3801E5'), np.str_('59EEFAE0-DEB0-4FFF-9250-54D2A03D0CF2'), np.str_('5EF64122-B513-46AE-BCF1-E62AAC285D2C'), np.str_('74B86067-5D4B-43CF-82CF-341B76BEA0F4'), np.str_('797D145F-3858-4A7F-A7C2-A4EB721E133C'), np.str_('83CF687B-7CEC-434B-9FE8-00C3D5799BE6'), np.str_('86A4F379-B305-473D-9D83-FC7D800180EF'), np.str_('96A358A0-FFF2-4239-B93E-C7425B901B47'), np.str_('9759096F-1119-4E19-A0AD-6F16989C7E1C'), np.str_('99B204C0-DD5C-4BB7-83E8-A37281B8D769'), np.str_('A5A30F76-581E-4757-97A2-957553A2C6AA'), np.str_('B7F9D634-263E-4A97-87F9-6FFB4DDCB36C'), np.str_('BE3CA5A6-A561-4BBD-B7C9-5DF6805400FC'), np.str_('C48CE857-A0DD-4DDB-BEA5-3A25449B2153'), np.str_('CA820D43-E5E2-42EF-9798-BE56F776370B'), np.str_('CDA3BBF7-6631-45E8-85BA-EEB416B32A3C'), np.str_('D7D20E2E-FC78-405D-B346-DBD3FD8FC92B'), np.str_('E65577C1-8D5D-4F70-AF23-B3ADB9D3DBA3')]",5.4333906173706055,"{'train': 3624, 'calib': 1208, 'test': 1208}","{'kind': 'ECDF on calibration scores', 'n': 10208, 'min': -20.72998026709109, 'max': 0.6502446472217944}",24,6,"{""mu_gen"": 0.9358164076105886, ""sd_gen"": 0.17455741830590726, ""mu_imp"": 0.6669061302681993, ""sd_imp"": 0.3614819734762081}","[0.040556426332288405, 0.1738832288401254, 0.3031935736677116, 0.4470023510971787, 0.46120689655172414, 1.0]",9.474271297454834
A76A5AF5-5A93-4CF2-A16E-62353BB70E8A,F7_F3_MISSINGNESS_ONLY,gradient_boosting,119,4512,47667,"[np.str_('1155FF54-63D3-4AB2-9863-8385D0BD0A13'), np.str_('136562B6-95B2-483D-88DC-065F28409FD2'), np.str_('1538C99F-BA1E-4EFB-A949-6C7C47701B20'), np.str_('1DBB0F6F-1F81-4A50-9DF4-CD62ACFA4842'), np.str_('3600D531-0C55-44A7-AE95-A7A38519464E'), np.str_('4FC32141-E888-4BFF-8804-12559A491D8C'), np.str_('59818CD2-24D7-4D32-B133-24C2FE3801E5'), np.str_('59EEFAE0-DEB0-4FFF-9250-54D2A03D0CF2'), np.str_('5EF64122-B513-46AE-BCF1-E62AAC285D2C'), np.str_('74B86067-5D4B-43CF-82CF-341B76BEA0F4'), np.str_('797D145F-3858-4A7F-A7C2-A4EB721E133C'), np.str_('83CF687B-7CEC-434B-9FE8-00C3D5799BE6'), np.str_('86A4F379-B305-473D-9D83-FC7D800180EF'), np.str_('96A358A0-FFF2-4239-B93E-C7425B901B47'), np.str_('9759096F-1119-4E19-A0AD-6F16989C7E1C'), np.str_('99B204C0-DD5C-4BB7-83E8-A37281B8D769'), np.str_('A5A30F76-581E-4757-97A2-957553A2C6AA'), np.str_('B7F9D634-263E-4A97-87F9-6FFB4DDCB36C'), np.str_('BE3CA5A6-A561-4BBD-B7C9-5DF6805400FC'), np.str_('C48CE857-A0DD-4DDB-BEA5-3A25449B2153'), np.str_('CA820D43-E5E2-42EF-9798-BE56F776370B'), np.str_('CDA3BBF7-6631-45E8-85BA-EEB416B32A3C'), np.str_('D7D20E2E-FC78-405D-B346-DBD3FD8FC92B'), np.str_('E65577C1-8D5D-4F70-AF23-B3ADB9D3DBA3')]",5.880899429321289,"{'train': 4512, 'calib': 1504, 'test': 1504}","{'kind': 'ECDF on calibration scores', 'n': 10504, 'min': -20.731727395079044, 'max': 0.6406049370535779}",24,5,"{""mu_gen"": 0.9974663091309132, ""sd_gen"": 0.03762667105147888, ""mu_imp"": 0.6390985312473556, ""sd_imp"": 0.36982209273686173}","[0.09796268088347296, 0.16784082254379284, 0.2947448591012947, 0.4345963442498096, 1.0]",10.648203372955322
B09E373F-8A54-44C8-895B-0039390B859F,F7_F3_MISSINGNESS_ONLY,gradient_boosting,119,4880,47667,"[np.str_('1155FF54-63D3-4AB2-9863-8385D0BD0A13'), np.str_('136562B6-95B2-483D-88DC-065F28409FD2'), np.str_('1538C99F-BA1E-4EFB-A949-6C7C47701B20'), np.str_('1DBB0F6F-1F81-4A50-9DF4-CD62ACFA4842'), np.str_('3600D531-0C55-44A7-AE95-A7A38519464E'), np.str_('4FC32141-E888-4BFF-8804-12559A491D8C'), np.str_('59818CD2-24D7-4D32-B133-24C2FE3801E5'), np.str_('59EEFAE0-DEB0-4FFF-9250-54D2A03D0CF2'), np.str_('5EF64122-B513-46AE-BCF1-E62AAC285D2C'), np.str_('74B86067-5D4B-43CF-82CF-341B76BEA0F4'), np.str_('797D145F-3858-4A7F-A7C2-A4EB721E133C'), np.str_('83CF687B-7CEC-434B-9FE8-00C3D5799BE6'), np.str_('86A4F379-B305-473D-9D83-FC7D800180EF'), np.str_('96A358A0-FFF2-4239-B93E-C7425B901B47'), np.str_('9759096F-1119-4E19-A0AD-6F16989C7E1C'), np.str_('99B204C0-DD5C-4BB7-83E8-A37281B8D769'), np.str_('A5A30F76-581E-4757-97A2-957553A2C6AA'), np.str_('B7F9D634-263E-4A97-87F9-6FFB4DDCB36C'), np.str_('BE3CA5A6-A561-4BBD-B7C9-5DF6805400FC'), np.str_('C48CE857-A0DD-4DDB-BEA5-3A25449B2153'), np.str_('CA820D43-E5E2-42EF-9798-BE56F776370B'), np.str_('CDA3BBF7-6631-45E8-85BA-EEB416B32A3C'), np.str_('D7D20E2E-FC78-405D-B346-DBD3FD8FC92B'), np.str_('E65577C1-8D5D-4F70-AF23-B3ADB9D3DBA3')]",4.263655662536621,"{'train': 4880, 'calib': 1627, 'test': 1627}","{'kind': 'ECDF on calibration scores', 'n': 10627, 'min': -15.129363332444074, 'max': 2.585790821009377}",24,6,"{""mu_gen"": 0.9661972452244285, ""sd_gen"": 0.02195607137203377, ""mu_imp"": 0.603383807492446, ""sd_imp"": 0.3983439304124412}","[0.0, 0.12421191305166086, 0.27900630469558674, 0.42279100404629716, 0.961324927072551, 0.9996236002634799]",9.676466941833496
